Type,L,w,P,a,RL,DeltaMax
6,6.003016326190369,1.94173672147116,30.326551467322282,3.2018539373838437,7.285173275096708,6.83341399478529e-05
5,9.266919120657652,38.499677654930544,21.582102749684317,5.658394050431254,11.968902445161941,0.0008388445568732092
4,13.104276900143777,9.719001699743652,41.13539050566786,8.905155379439726,63.68024473320442,0.01865875610414249
8,11.71309600467194,48.79260397312673,51.630034830119534,3.990192955835542,285.75622732758546,0.011958579304381661
1,7.7858508173375345,21.676036879037103,74.40426429991153,2.147138918558631,74.40426429991153,0.0060629781696976285
2,14.5517809761351,41.79900602561029,69.59742060936979,6.083483357802562,608.2499807048323,1.1714144294083344
2,13.982564731517765,22.117611486555223,23.978735915740323,1.880458656185874,309.26093431731925,0.5284033917121795
1,10.922368520612775,13.996694847297142,95.48652806631941,7.799742274968218,95.48652806631941,0.12086318710720775
7,8.228074784134693,36.501965828090924,4.771612769164879,4.60306058790016,1.9624194866824938,6.921953199742263e-05
3,12.09415332557243,0.7196744314877934,11.607264050691624,1.1054343716718706,10.54633251647871,0.0021388732136994673
1,6.73695971269553,48.97552643107543,17.53302698893385,0.4409002721341466,17.53302698893385,5.615165926982407e-05
2,8.899390501401989,23.673588539028284,17.320186991001517,3.9198832466915032,210.68050897832728,0.092807947425045
7,3.5767070903644047,47.4572865795693,88.66803872980475,1.018661419711672,71.18824509249548,0.00010565401484425158
2,10.510318988570837,25.156812929004385,85.64898411883223,6.756288115078296,264.40612861963916,0.191866532099781
4,10.390213972678966,47.19458022803786,94.42515971251673,8.628854927497896,245.1808934600387,0.035809551145876646
8,14.282762897099492,28.77370889379395,38.816992620652194,8.983277933513682,205.48403090011092,0.015591343228544028
1,12.734450120832037,41.03197378719777,62.59396701015728,10.039638753858785,62.59396701015728,0.14807348292331515
8,13.864207703472765,9.789556739464821,6.9361300875165455,1.950696813907395,67.86222398043594,0.00470957841111984
2,3.4675575877228035,30.912694216894643,33.65542148887265,2.219758279166617,107.19154738874785,0.0027932615602481716
5,13.138503731633454,1.1635967867912933,81.44684825889358,3.989760195706792,71.32128448333332,0.0050230704653030376
4,11.314684304303272,17.41683022265987,93.66481518557073,0.9647770390573754,98.53296777552224,0.018584362446889092
1,12.641771164618183,14.101728628565324,17.743954377972283,9.172278488958305,17.743954377972283,0.035769043253224345
8,9.911094903097016,36.58238776498201,12.76897294224656,2.7256978251193846,181.28575846031592,0.004596183588600737
8,7.089642483036214,46.537866280178235,85.84127518430118,3.091754977453868,164.96841692490506,0.001530885070609341
5,11.878905125368494,11.911807620198973,37.772888617629484,6.306448083821092,24.62952170952935,0.0030407497874285812
4,12.917489593292899,16.002480051530586,89.55232284962005,5.170632250931256,103.35593476626178,0.029007383729722436
4,14.50249796259838,42.35715720477949,35.49051904627206,13.2135274965728,307.14229303188694,0.12198511546417845
7,14.407285763250673,28.671894406164306,63.183721216979926,6.53515879411512,35.97673271332525,0.004920627470123546
3,10.229291110813428,27.685152617290036,21.272789502422896,9.222474039480534,2.0937724221446468,0.0023718642225101353
8,12.475417713534647,4.560305152434518,49.442030470258146,1.2700335025293927,28.44585583890245,0.0014383118824622218
7,3.6704538561282005,36.851777839550444,54.591577016498896,2.51517239540773,12.820384808718217,7.029974046441736e-05
7,4.71590018463403,38.07553158587361,61.82180633162611,0.6649910115300399,58.480701072915636,0.00016885124960208108
7,8.113097700563294,11.128820878551526,39.66516019542519,6.918096968790904,2.328123133582572,0.0005516175893568233
2,3.976185367702797,4.241885704259596,98.66395785011754,1.5381623238647109,16.866523868744682,0.0006626824526382572
1,13.564319623661001,11.834259684103937,90.76937063485462,7.903927212698807,90.76937063485462,0.1549432044526706
4,7.515115026370989,4.175035834933438,77.71469159274368,4.15258070249962,15.687937269372814,0.0008669848746950062
3,5.984689853163456,16.512626450954926,43.445184448827135,1.6656227113744915,31.353783274617623,0.0009700527663408106
2,8.623927703929516,2.8151637840918675,11.881791626807193,1.3433804551644144,24.277768948728905,0.00973204509236916
1,11.930539883319575,34.05197135484545,23.750647129246993,4.893914661230486,23.750647129246993,0.014646478127350355
4,6.428545035382329,43.429956409473014,22.359583851945263,5.894334778269488,139.59571533149435,0.00482890810333588
4,14.734808025051251,27.80025193212923,32.268638827758366,1.3122923902844463,204.81568763399216,0.08531697401573392
5,14.915577553431604,3.689828236769943,55.38542844013208,13.757715306159692,6.4362122650521885,0.0019551872114943183
2,4.994585182911035,10.840455329324561,29.449394683942987,4.726117426505207,54.14357756385341,0.0042162391760940734
6,10.011771743077203,45.057900524549446,4.5446380341457875,3.032233977317761,281.94338454629224,0.01226828909395923
8,3.6943667730924887,19.72608993040649,10.675606593588437,1.3007645900505997,36.43770560096403,4.784536003474456e-05
2,5.257453916685136,23.18492024699911,35.33522280260528,3.0245632959570834,121.89364976061798,0.011071017116822585
4,7.324141142463219,12.997493142713134,45.324084682883104,0.5792249854951798,47.59773713771442,0.002434978893187143
1,6.7143313954359325,40.68975098534743,68.47311725538793,1.3183941889175905,68.47311725538793,0.0018670466551029999
6,3.914404555189958,47.026591356769174,41.66390577384792,2.243135278250224,115.05068963874622,0.00029920966935571364
1,8.018916435487426,46.63642416770066,86.60638895004084,0.7272900849892369,86.60638895004084,0.0008906123043604617
7,7.935061399024429,38.880114186761276,48.03700818663547,7.433227846820985,0.5520878749428483,0.0006250224275788207
3,10.129568584225622,19.044542831551077,96.99143978146031,8.183749678390928,18.631373652456535,0.01050110548320001
5,3.762141955080016,1.841093381799569,13.38521188006332,0.2343993829896231,13.30889079008961,1.221465776273215e-06
7,13.376668515060638,40.64505045650388,99.97176732861305,12.667345965245547,0.8135035302880345,0.006231463283648551
5,10.021794387905663,36.306042203592405,75.70812020424559,3.9091561821745167,60.67610715382103,0.0028489363716284783
5,8.406529623721122,6.457970757574749,95.40510272587224,5.006569000679736,54.72303864097253,0.002778855722219991
6,13.538648009750307,37.849956608611436,4.689646779121992,3.9506483481294574,320.27327481769544,0.034461633994697524
7,11.058878347113595,26.015385045189664,77.23183917356393,5.730126308821279,36.514535921789964,0.0027201847070423804
4,12.796628822556748,48.398688271991155,8.840822336564658,9.759170529222382,309.67002465765063,0.08449376602852507
1,4.608182741407688,1.4391338156669486,75.5137255673619,2.8030589290600285,75.5137255673619,0.005449408823035329
2,12.660536010232342,45.15755293383131,61.7263712097292,11.804892074461941,571.7188250527445,0.7251348675805678
2,10.079012242255597,19.612202254986617,43.747492202372904,8.705674507782676,197.67162662560295,0.12649643074739278
